0.567,0.182,0.000
0.713,0.257,0.000
0.199,0.110,1.000
0.685,0.008,0.000
0.390,0.836,1.000
0.223,0.920,1.000
0.768,0.620,0.000
0.277,0.652,1.000
0.678,0.395,0.000
0.075,0.501,1.000
0.805,0.976,1.000
0.457,0.653,1.000
0.562,0.165,0.000
0.732,0.877,1.000
0.245,0.263,1.000
0.774,0.241,0.000
0.424,0.753,1.000
0.984,0.136,0.000
0.877,0.820,0.000
0.791,0.050,0.000
0.429,0.515,1.000
0.644,0.310,0.000
0.836,0.806,0.000
0.412,0.803,1.000
0.883,0.471,0.000
0.592,0.874,1.000
0.764,0.166,0.000
0.520,0.118,0.000
0.206,0.690,1.000
0.587,0.767,1.000
0.000,0.770,1.000
0.304,0.908,1.000
0.069,0.389,1.000
0.576,0.305,0.000
0.253,0.657,1.000
0.498,0.558,1.000
0.348,0.259,1.000
0.211,0.111,1.000
0.824,0.592,0.000
0.368,0.130,1.000
0.770,0.480,0.000
0.218,0.710,1.000
0.611,0.824,1.000
0.204,0.232,1.000
0.262,0.666,1.000
0.242,1.000,1.000
0.966,0.706,0.000
0.383,0.208,1.000
0.745,0.196,0.000
0.782,0.184,0.000
0.310,0.964,1.000
0.121,0.181,1.000
0.316,0.192,1.000
0.690,0.901,1.000
0.149,0.781,1.000
0.898,0.827,0.000
0.662,0.096,0.000
0.023,0.817,1.000
0.799,0.367,0.000
0.871,0.730,0.000
